phase,district,ac_no,ac_name_pdf,male_electors,female_electors,third_gender_electors,total_electors,female_share,male_share,ac_name,ac_name_results,winner_party,winner_candidate,winner_votes,winner_pct,runner_party,runner_candidate,runner_votes,runner_pct,margin_votes,margin_pct_points,winner_bloc,runner_bloc,voting_date,other_pct,base_aitc_bloc_pct,base_bjp_pct,base_left_cong_isf_bloc_pct,base_others_pct,is_close_seat,seat_size_band
1,Murshidabad,67,BURWAN (SC),111612,102386,5,214003,0.47843254533814944,0.5215440905034041,Burwan (SC),BURWAN (SC),AITC,Jiban Krishna Saha,81890,46.32,BJP,Amiya Kumar Das,79141,44.76,2749,1.5600000000000023,AITC Bloc,BJP,29 April 2021,8.920000000000002,46.32,44.76,0.0,8.920000000000002,True,Small
1,Murshidabad,68,KANDI,120346,112675,3,233024,0.4835338849217248,0.5164532408678935,Kandi,KANDI,AITC,Apurba Sarkar,95399,51.16,BJP,Goutam Roy,57319,30.74,38080,20.419999999999998,AITC Bloc,BJP,29 April 2021,18.100000000000005,51.16,30.74,0.0,18.100000000000005,False,Medium
1,Murshidabad,69,BHARATPUR,124672,114508,4,239184,0.4787443976185698,0.5212388788547729,Bharatpur,BHARATPUR,AITC,Humayun Kabir,96226,50.9,BJP,Iman Kalyan Mukherjee,53143,28.11,43083,22.79,AITC Bloc,BJP,29 April 2021,20.990000000000002,50.9,28.11,0.0,20.990000000000002,False,Large
1,Murshidabad,70,REJINAGAR,133771,122490,6,256267,0.4779780463344871,0.5219985405846246,Rejinagar,REJINAGAR,AITC,Rabiul Alam Chowdhury,118494,56.31,BJP,Arabinda Biswas,50226,23.87,68268,32.44,AITC Bloc,BJP,29 April 2021,19.819999999999997,56.31,23.87,0.0,19.819999999999997,False,Very Large
1,Murshidabad,71,BELDANGA,126928,117052,4,243984,0.47975277067348676,0.5202308348088399,Beldanga,BELDANGA,AITC,SK Hasanuzzaman,112862,55.19,BJP,Sumit Ghosh,59030,28.86,53832,26.33,AITC Bloc,BJP,29 April 2021,15.950000000000003,55.19,28.86,0.0,15.950000000000003,False,Large
1,Murshidabad,72,BAHARAMPUR,118741,122079,10,240830,0.5069094381929161,0.49304903874102063,Baharampur,BAHARAMPUR,BJP,Subrata Maitra,89340,45.21,AITC,Naru Gopal Mukherjee,62488,31.62,26852,13.59,BJP,AITC Bloc,29 April 2021,23.169999999999998,31.62,45.21,0.0,23.169999999999998,False,Large
1,Murshidabad,73,HARIHARPARA,126586,118890,8,245484,0.4843085496407098,0.5156588616773394,Hariharpara,HARIHARPARA,AITC,Niamot Sheikh,102660,47.51,INC,Mir Alamgir,88594,41.0,14066,6.509999999999998,AITC Bloc,Left-Cong-ISF Bloc,29 April 2021,11.490000000000002,47.51,0.0,41.0,11.490000000000002,False,Large
1,Murshidabad,74,NOWDA,122837,112898,2,235737,0.4789150621243165,0.5210764538447508,Naoda,NAODA,AITC,Sahina Momtaz Khan,117684,58.16,BJP,Anupam Mandal,43531,21.51,74153,36.64999999999999,AITC Bloc,BJP,29 April 2021,20.330000000000002,58.16,21.51,0.0,20.330000000000002,False,Medium
1,Murshidabad,75,DOMKAL,137988,129383,3,267374,0.4839026980933075,0.5160860816683747,Domkal,DOMKAL,AITC,Jafikul Islam,127671,56.45,CPI(M),Md Mostafizur Rahaman,80442,35.57,47229,20.880000000000003,AITC Bloc,Left-Cong-ISF Bloc,29 April 2021,7.979999999999997,56.45,0.0,35.57,7.979999999999997,False,Very Large
1,Murshidabad,76,JALANGI,136138,126647,2,262787,0.4819378431962007,0.5180545460772412,Jalangi,JALANGI,AITC,Abdur Razzak,123840,55.74,CPI(M),Saiful Islam Molla,44564,20.06,79276,35.68000000000001,AITC Bloc,Left-Cong-ISF Bloc,29 April 2021,24.2,55.74,0.0,20.06,24.2,False,Very Large
2,Nadia,77,KARIMPUR,130536,122305,3,252844,0.48371723276012085,0.5162709022163864,Karimpur,KARIMPUR,AITC,Bimlendu Sinha Roy,110911,50.07,BJP,Samarendra Nath Ghosh,87336,39.43,23575,10.64,AITC Bloc,BJP,22 April 2021,10.5,50.07,39.43,0.0,10.5,False,Very Large
2,Nadia,78,TEHATTA,131243,121184,4,252431,0.4800678205133284,0.5199163335723426,Tehatta,TEHATTA,AITC,Tapas Kumar Saha,97848,44.86,BJP,Ashutosh Paul,90933,41.69,6915,3.1700000000000017,AITC Bloc,BJP,22 April 2021,13.450000000000003,44.86,41.69,0.0,13.450000000000003,True,Large
2,Nadia,79,PALASHIPARA,122063,109553,4,231620,0.47298592522234695,0.5269968051118211,Palashipara,PALASHIPARA,AITC,Dr. Manik Bhattacharya,110274,54.22,BJP,Bibhash Chandra Mandal,58938,28.98,51336,25.24,AITC Bloc,BJP,22 April 2021,16.8,54.22,28.98,0.0,16.8,False,Medium
2,Nadia,80,KALIGANJ,121552,110905,3,232460,0.4770928331756001,0.5228942613783016,Kaliganj,KALIGANJ,AITC,Nasiruddin Ahamed,111696,53.35,BJP,Abhijit Ghosh,64709,30.91,46987,22.44,AITC Bloc,BJP,22 April 2021,15.739999999999998,53.35,30.91,0.0,15.739999999999998,False,Medium
2,Nadia,81,NAKASHIPARA,115752,102914,3,218669,0.4706382706282098,0.5293480100059907,Nakashipara,NAKASHIPARA,AITC,Kallol Khan,104812,50.01,BJP,Santanu Dey,83541,39.86,21271,10.149999999999999,AITC Bloc,BJP,22 April 2021,10.130000000000003,50.01,39.86,0.0,10.130000000000003,False,Small
2,Nadia,82,CHAPRA,123420,108637,0,232057,0.46814791193542965,0.5318520880645703,Chapra,CHAPRA,AITC,Rukbanur Rahman,73866,34.65,IND,Jeber Sekh,61748,28.97,12118,5.68,AITC Bloc,Others,22 April 2021,36.379999999999995,34.65,0.0,0.0,65.35,False,Medium
2,Nadia,83,KRISHNANAGAR UTTAR,109610,106841,5,216456,0.49359223121558193,0.5063846694016336,Krishnanagar Uttar,KRISHNANAGAR UTTAR,BJP,Mukul Roy,109357,54.19,AITC,Koushani Mukherjee,74268,36.8,35089,17.39,BJP,AITC Bloc,22 April 2021,9.010000000000005,36.8,54.19,0.0,9.010000000000005,False,Small
2,Nadia,84,NABADWIP,118182,111826,3,230011,0.48617674806857064,0.5138102090769572,Nabadwip,NABADWIP,AITC,Pundarikakshya Saha,102170,48.52,BJP,Sidhartha Shankar Naskar,83599,39.7,18571,8.82,AITC Bloc,BJP,22 April 2021,11.779999999999994,48.52,39.7,0.0,11.779999999999994,False,Medium
2,Nadia,85,KRISHNANAGAR DAKSHIN,109405,100374,2,209781,0.47847040485077297,0.521520061397362,Krishnanagar Dakshin,KRISHNANAGAR DAKSHIN,AITC,Ujjal Biswas,91738,46.88,BJP,Mahadev Sarkar,82433,42.13,9305,4.75,AITC Bloc,BJP,22 April 2021,10.989999999999995,46.88,42.13,0.0,10.989999999999995,True,Small
2,Nadia,86,SANTIPUR,118363,109105,9,227477,0.4796309077401232,0.520329527820395,Santipur,SANTIPUR,BJP,Jagannath Sarkar,109722,49.94,AITC,Ajoy Dey,93844,42.72,15878,7.219999999999999,BJP,AITC Bloc,17 April 2021,7.340000000000003,42.72,49.94,0.0,7.340000000000003,False,Medium
2,Nadia,87,RANAGHAT UTTAR PASCHIM,119177,113531,8,232716,0.4878521459633201,0.5121134773715602,Ranaghat Uttar Paschim,RANAGHAT UTTAR PASCHIM,BJP,Parthasarathi Chatterjee,113637,50.91,AITC,Sankar Singha,90509,40.55,23128,10.36,BJP,AITC Bloc,17 April 2021,8.540000000000006,40.55,50.91,0.0,8.540000000000006,False,Medium
2,Nadia,88,KRISHNAGANJ,132520,120515,1,253036,0.476276103005106,0.523719944988065,Krishnaganj (SC),KRISHNAGANJ (SC),BJP,Ashis Kumar Biswas,117668,50.73,AITC,Dr. Tapas Mandal,96391,41.56,21277,9.169999999999995,BJP,AITC Bloc,17 April 2021,7.710000000000001,41.56,50.73,0.0,7.710000000000001,False,Very Large
2,Nadia,89,RANAGHAT UTTAR PURBA,122368,110022,9,232399,0.4734185603208275,0.5265427131786281,Ranaghat Uttar Purba (SC),RANAGHAT UTTAR PURBA (SC),BJP,Ashim Biswas,116786,54.39,AITC,Samir Kumar Poddar,85004,39.59,31782,14.799999999999997,BJP,AITC Bloc,17 April 2021,6.019999999999996,39.59,54.39,0.0,6.019999999999996,False,Medium
2,Nadia,90,RANAGHAT DAKSHIN,130916,122428,2,253346,0.4832442588396896,0.5167478468181854,Ranaghat Dakshin (SC),RANAGHAT DAKSHIN (SC),BJP,Mukut Mani Adhikari,119260,49.34,AITC,Barnali Dey Roy,102745,42.51,16515,6.830000000000005,BJP,AITC Bloc,17 April 2021,8.149999999999999,42.51,49.34,0.0,8.149999999999999,False,Very Large
2,Nadia,91,CHAKDAHA,115182,108796,3,223981,0.4857376295310763,0.5142489764756832,Chakdaha,CHAKDAHA,BJP,Bankim Chandra Ghosh,99368,46.86,AITC,Subhankar Singha,87688,41.35,11680,5.509999999999998,BJP,AITC Bloc,17 April 2021,11.79,41.35,46.86,0.0,11.79,False,Medium
2,Nadia,92,KALYANI,117783,112699,7,230489,0.4889560890107554,0.5110135407763494,Kalyani (SC),KALYANI (SC),BJP,Ambika Roy,97026,44.04,AITC,Aniruddha Biswas,94820,43.03,2206,1.009999999999998,BJP,AITC Bloc,17 April 2021,12.93,43.03,44.04,0.0,12.93,True,Medium
2,Nadia,93,HARINGHATA,116952,108152,5,225109,0.48044280770648884,0.5195349808315083,Haringhata (SC),HARINGHATA (SC),BJP,Asim Kumar Sarkar,97666,46.31,AITC,Nilima Nag,82466,39.11,15200,7.200000000000003,BJP,AITC Bloc,17 April 2021,14.579999999999998,39.11,46.31,0.0,14.579999999999998,False,Medium
2,North 24 Parganas,94,BAGDA,126236,114747,6,240989,0.4761503637095469,0.523824738888497,Bagda (SC),BAGDA (SC),BJP,Biswajit Das,108111,49.41,AITC,Paritosh Kumar Saha,98319,44.94,9792,4.469999999999999,BJP,AITC Bloc,22 April 2021,5.650000000000006,44.94,49.41,0.0,5.650000000000006,True,Large
2,North 24 Parganas,95,BANGAON UTTAR,116517,109424,21,225962,0.48425841513174783,0.5156486488878661,Bangaon Uttar (SC),BANGAON UTTAR (SC),BJP,Ashok Kirtania,97761,47.65,AITC,Shyamal Roy,87273,42.54,10488,5.109999999999999,BJP,AITC Bloc,22 April 2021,9.810000000000002,42.54,47.65,0.0,9.810000000000002,False,Medium
2,North 24 Parganas,96,BANGAON DAKSHIN,117928,110425,6,228359,0.48355878244343337,0.5164149431377787,Bangaon Dakshin (SC),BANGAON DAKSHIN (SC),BJP,Swapan Majumder,97828,47.07,AITC,Alo Rani Sarkar,95824,46.11,2004,0.9600000000000009,BJP,AITC Bloc,22 April 2021,6.82,46.11,47.07,0.0,6.82,True,Medium
2,North 24 Parganas,97,GAIGHATA,113921,108799,3,222723,0.48849467724482876,0.5114918531090188,Gaighata (SC),GAIGHATA (SC),BJP,Subrata Thakur,100808,47.27,AITC,Narottam Biswas,91230,42.78,9578,4.490000000000002,BJP,AITC Bloc,22 April 2021,9.949999999999996,42.78,47.27,0.0,9.949999999999996,True,Medium
2,North 24 Parganas,98,SWARUPNAGAR,119447,109516,2,228965,0.47830891184242136,0.5216823531980871,Swarupnagar (SC),SWARUPNAGAR (SC),AITC,Bina Mondal,99784,47.11,BJP,Brindaban Sarkar,64984,30.68,34800,16.43,AITC Bloc,BJP,22 April 2021,22.21,47.11,30.68,0.0,22.21,False,Medium
2,North 24 Parganas,99,BADURIA,122187,113971,4,236162,0.4825966921011848,0.5173863703728796,Baduria,BADURIA,AITC,Abdur Rahim Quazi,109701,51.53,BJP,Sukalyan Baidya,53257,25.02,56444,26.51,AITC Bloc,BJP,22 April 2021,23.45,51.53,25.02,0.0,23.45,False,Large
2,North 24 Parganas,100,HABRA,107658,101156,8,208822,0.4844125618948195,0.5155491279654443,Habra,HABRA,AITC,Jyotipriya Mallick,90533,44.34,BJP,Biswajit Sinha,86692,42.46,3841,1.8800000000000026,AITC Bloc,BJP,22 April 2021,13.199999999999996,44.34,42.46,0.0,13.199999999999996,True,Small
2,North 24 Parganas,101,ASHOKNAGAR,117314,112185,7,229506,0.4888107500457504,0.5111587496623182,Ashoknagar,ASHOKNAGAR,AITC,Narayan Goswami,93587,43.18,BJP,Tanuja Chakraborty,70055,32.32,23532,10.86,AITC Bloc,BJP,22 April 2021,24.5,43.18,32.32,0.0,24.5,False,Medium
2,North 24 Parganas,102,AMDANGA,115380,105823,4,221207,0.4783890202389617,0.5215928971506326,Amdanga,AMDANGA,AITC,Rafiqur Rahaman,88935,42.0,BJP,Joydev Manna,63455,29.97,25480,12.030000000000001,AITC Bloc,BJP,22 April 2021,28.03,42.0,29.97,0.0,28.03,False,Medium
2,North 24 Parganas,103,BIJPUR,80060,78032,4,158096,0.49357352494686774,0.506401173970246,Bijpur,BIJPUR,AITC,Subodh Adhikary,66625,47.9,BJP,Subhranshu Roy,53278,38.3,13347,9.600000000000001,AITC Bloc,BJP,22 April 2021,13.800000000000004,47.9,38.3,0.0,13.800000000000004,False,Small
2,North 24 Parganas,104,NAIHATI,85321,85251,9,170581,0.49976843845445856,0.5001788006870637,Naihati,NAIHATI,AITC,Partha Bhowmick,77753,49.69,BJP,Phalguni Patra,58898,37.64,18855,12.049999999999997,AITC Bloc,BJP,22 April 2021,12.670000000000002,49.69,37.64,0.0,12.670000000000002,False,Small
2,North 24 Parganas,105,BHATPARA,61817,55375,3,117195,0.47250309313537264,0.5274713085029225,Bhatpara,BHATPARA,BJP,Pawan Kumar Singh,57244,53.4,AITC,Jitendra Shaw,43557,40.63,13687,12.769999999999996,BJP,AITC Bloc,22 April 2021,5.969999999999999,40.63,53.4,0.0,5.969999999999999,False,Small
2,North 24 Parganas,106,JAGATDAL,99648,95971,11,195630,0.49057404283596584,0.5093697285692379,Jagatdal,JAGATDAL,AITC,Somenath Shyam Ichini,87030,48.01,BJP,Arindam Bhattacharya,68666,37.88,18364,10.129999999999995,AITC Bloc,BJP,22 April 2021,14.11,48.01,37.88,0.0,14.11,False,Small
2,North 24 Parganas,107,NOAPARA,107095,106628,4,213727,0.4988981270499282,0.5010831574859517,Noapara,NOAPARA,AITC,Manju Basu,94203,48.9,BJP,Sunil Singh,67493,35.04,26710,13.86,AITC Bloc,BJP,22 April 2021,16.060000000000002,48.9,35.04,0.0,16.060000000000002,False,Small
2,North 24 Parganas,108,BARRACKPUR,86097,84548,1,170646,0.49545843441979304,0.5045357054955873,Barrackpore,BARRACKPORE,AITC,Raj Chakraborty,68887,46.47,BJP,Chandramani Shukla,59665,40.25,9222,6.219999999999999,AITC Bloc,BJP,22 April 2021,13.280000000000001,46.47,40.25,0.0,13.280000000000001,False,Small
2,North 24 Parganas,109,KHARDAHA,104991,104857,7,209855,0.4996640537513998,0.500302589883491,Khardaha,KHARDAHA,AITC,Kajal Sinha,89807,49.04,BJP,Silbhadra Datta,61667,33.67,28140,15.369999999999997,AITC Bloc,BJP,22 April 2021,17.29,49.04,33.67,0.0,17.29,False,Small
2,North 24 Parganas,110,DUM DUM UTTAR,118324,122013,4,240341,0.5076661909536866,0.49231716602660386,Dum Dum Uttar,DUM DUM UTTAR,AITC,Chandrima Bhattacharya,95465,44.79,BJP,Dr. Archana Majumdar,66966,31.42,28499,13.369999999999997,AITC Bloc,BJP,22 April 2021,23.79,44.79,31.42,0.0,23.79,False,Large
2,North 24 Parganas,111,PANIHATI,93805,95905,4,189714,0.505524104704977,0.4944548109259201,Panihati,PANIHATI,AITC,Nirmal Ghosh,86495,49.61,BJP,Sanmoy Bandyopadhyay,61318,35.17,25177,14.439999999999998,AITC Bloc,BJP,17 April 2021,15.219999999999999,49.61,35.17,0.0,15.219999999999999,False,Small
2,North 24 Parganas,112,KAMARHATI,80693,81947,6,162646,0.503836553004685,0.49612655706257763,Kamarhati,KAMARHATI,AITC,Madan Mitra,73845,51.17,BJP,Anindya Banerjee,38437,26.64,35408,24.53,AITC Bloc,BJP,17 April 2021,22.189999999999998,51.17,26.64,0.0,22.189999999999998,False,Small
2,North 24 Parganas,113,BARANAGAR,90690,95847,4,186541,0.5138119769916533,0.48616658000117935,Baranagar,BARANAGAR,AITC,Tapas Roy,85615,53.42,BJP,Parno Mitra,50468,31.49,35147,21.930000000000003,AITC Bloc,BJP,17 April 2021,15.09,53.42,31.49,0.0,15.09,False,Small
2,North 24 Parganas,114,DUM DUM,105629,111908,4,217541,0.5144225686192487,0.4855590440422725,Dum Dum,DUM DUM,AITC,Bratya Basu,87999,47.48,BJP,Bimalshankar Nanda,61368,33.06,26731,14.419999999999995,AITC Bloc,BJP,17 April 2021,19.46,47.48,33.06,0.0,19.46,False,Small
2,North 24 Parganas,115,RAJARHAT NEW TOWN,136100,131541,4,267645,0.4914756487137813,0.5085094061163108,Rajarhat New Town,RAJARHAT NEW TOWN,AITC,Tapash Chatterjee,127374,54.22,BJP,Bhaskar Roy,70942,30.2,56432,24.02,AITC Bloc,BJP,17 April 2021,15.580000000000002,54.22,30.2,0.0,15.580000000000002,False,Very Large
2,North 24 Parganas,116,BIDHANNAGAR,98891,104979,7,203877,0.5149134036698597,0.48505226190301015,Bidhannagar,BIDHANNAGAR,AITC,Sujit Bose,75912,46.85,BJP,Sabyasachi Dutta,67915,41.91,7997,4.940000000000005,AITC Bloc,BJP,17 April 2021,11.240000000000002,46.85,41.91,0.0,11.240000000000002,True,Small
2,North 24 Parganas,117,RAJARHAT GOPALPUR,106453,112429,8,218890,0.5136324181095527,0.48633103385262005,Rajarhat Gopalpur,RAJARHAT GOPALPUR,AITC,Aditi Munshi,87650,49.04,BJP,Samik Bhattacharya,62354,34.89,25296,14.149999999999999,AITC Bloc,BJP,17 April 2021,16.07,49.04,34.89,0.0,16.07,False,Medium
2,North 24 Parganas,118,MADHYAMGRAM,123863,120618,4,244485,0.49335542057794957,0.5066282185001125,Madhyamgram,MADHYAMGRAM,AITC,Rathin Ghosh,112741,48.93,BJP,Rajasree Rajbanshi,64615,28.04,48126,20.89,AITC Bloc,BJP,17 April 2021,23.03,48.93,28.04,0.0,23.03,False,Large
2,North 24 Parganas,119,BARASAT,126025,126398,16,252439,0.5007071015175943,0.49922951683376976,Barasat,BARASAT,AITC,Chiranjeet Chakraborty,104431,46.27,BJP,Sankar Chatterjee,80648,35.73,23783,10.540000000000006,AITC Bloc,BJP,17 April 2021,18.0,46.27,35.73,0.0,18.0,False,Very Large
2,North 24 Parganas,120,DEGANGA,124607,115396,4,240007,0.48080264325623834,0.5191806905631919,Deganga,DEGANGA,AITC,Rahima Mondal,100105,46.7,ISF,Karim Ali,67568,31.52,32537,15.180000000000003,AITC Bloc,Left-Cong-ISF Bloc,17 April 2021,21.779999999999998,46.7,0.0,31.52,21.779999999999998,False,Large
2,North 24 Parganas,121,HAROA,127503,115892,5,243400,0.4761380443714051,0.5238414133114215,Haroa,HAROA,AITC,Islam Sk Nurul (Haji),130398,57.34,ISF,Kutubuddin Fathe,49420,21.73,80978,35.61,AITC Bloc,Left-Cong-ISF Bloc,17 April 2021,20.929999999999996,57.34,0.0,21.73,20.929999999999996,False,Large
2,North 24 Parganas,122,MINAKHAN,119376,102631,4,222011,0.46227889609073425,0.5377030867839881,Minakhan (SC),MINAKHAN (SC),AITC,Usha Rani Mondal,109818,51.72,BJP,Jayanta Mondal,53988,25.42,55830,26.299999999999997,AITC Bloc,BJP,17 April 2021,22.86,51.72,25.42,0.0,22.86,False,Medium
2,North 24 Parganas,123,SANDESHKHALI,117641,105623,5,223269,0.4730750798364305,0.526902525652912,Sandeshkhali (ST),SANDESHKHALI (ST),AITC,Sukumar Mahata,112450,54.64,BJP,Dr. Bhaskar Sardar,72765,35.36,39685,19.28,AITC Bloc,BJP,17 April 2021,10.0,54.64,35.36,0.0,10.0,False,Medium
2,North 24 Parganas,124,BASIRHAT DAKSHIN,132772,127583,6,260361,0.4900234674163949,0.5099534876575217,Basirhat Dakshin,BASIRHAT DAKSHIN,AITC,Dr. Saptarshi Banerjee,115873,49.15,BJP,Tarak Nath Ghosh,91405,38.77,24468,10.379999999999995,AITC Bloc,BJP,17 April 2021,12.079999999999998,49.15,38.77,0.0,12.079999999999998,False,Very Large
2,North 24 Parganas,125,BASIRHAT UTTAR,126777,118608,3,245388,0.4833488190131547,0.5166389554501443,Basirhat Uttar,BASIRHAT UTTAR,AITC,Rafikul Islam Mondal,137216,57.55,ISF,Md. Baijid Amin,47865,20.08,89351,37.47,AITC Bloc,Left-Cong-ISF Bloc,17 April 2021,22.370000000000005,57.55,0.0,20.08,22.370000000000005,False,Large
2,North 24 Parganas,126,HINGALGANJ,112034,103084,4,215122,0.47918855347198336,0.5207928524279246,Hingalganj (SC),HINGALGANJ (SC),AITC,Debes Mandal,104706,53.78,BJP,Nemai Das,79790,40.98,24916,12.800000000000004,AITC Bloc,BJP,17 April 2021,5.240000000000002,53.78,40.98,0.0,5.240000000000002,False,Small
2,South 24 Parganas,127,GOSABA,115665,105663,4,221332,0.47739594816836245,0.5225859794336111,Gosaba (SC),GOSABA (SC),AITC,Jayanta Naskar,105723,53.99,BJP,Barun Pramanik (Chitta),82014,41.88,23709,12.11,AITC Bloc,BJP,1 April 2021,4.1299999999999955,53.99,41.88,0.0,4.1299999999999955,False,Medium
2,South 24 Parganas,128,BASANTI,125989,114312,2,240303,0.47569942947029376,0.5242922477039405,Basanti (SC),BASANTI (SC),AITC,Shyamal Mondal,111453,52.1,BJP,Ramesh Majhi,60811,28.43,50642,23.67,AITC Bloc,BJP,6 April 2021,19.47,52.1,28.43,0.0,19.47,False,Large
2,South 24 Parganas,129,KULTALI,138128,123591,17,261736,0.47219717578017545,0.5277378732768897,Kultali (SC),KULTALI (SC),AITC,Ganesh Chandra Mondal,117238,51.57,BJP,Mintu Halder,70061,30.82,47177,20.75,AITC Bloc,BJP,6 April 2021,17.61,51.57,30.82,0.0,17.61,False,Very Large
2,South 24 Parganas,130,PATHARPRATIMA,135804,121898,2,257704,0.47301555272715984,0.526976686430944,Patharpratima,PATHARPRATIMA,AITC,Samir Kumar Jana,120181,51.85,BJP,Asit Kumar Haldar,98047,42.3,22134,9.550000000000004,AITC Bloc,BJP,1 April 2021,5.850000000000001,51.85,42.3,0.0,5.850000000000001,False,Very Large
2,South 24 Parganas,131,KAKDWIP,126170,115546,4,241720,0.4780158861492636,0.5219675657785868,Kakdwip,KAKDWIP,AITC,Manturam Pakhira,114493,52.14,BJP,Dipankar Jana,89191,40.62,25302,11.520000000000003,AITC Bloc,BJP,1 April 2021,7.240000000000002,52.14,40.62,0.0,7.240000000000002,False,Large
2,South 24 Parganas,132,SAGAR,143904,130199,0,274103,0.47500027361977065,0.5249997263802293,Sagar,SAGAR,AITC,Bankim Chandra Hazra,129000,53.96,BJP,Kamila Bikash,99154,41.48,29846,12.480000000000004,AITC Bloc,BJP,1 April 2021,4.560000000000002,53.96,41.48,0.0,4.560000000000002,False,Very Large
2,South 24 Parganas,133,KULPI,112797,103818,5,216620,0.47926322592558396,0.5207136921798541,Kulpi,KULPI,AITC,Jogaranjan Halder,96577,50.01,BJP,Pranab Kumar Mallik,62759,32.5,33818,17.509999999999998,AITC Bloc,BJP,6 April 2021,17.490000000000002,50.01,32.5,0.0,17.490000000000002,False,Small
2,South 24 Parganas,134,RAIDIGHI,139455,128386,5,267846,0.4793276733645453,0.5206536591922224,Raidighi,RAIDIGHI,AITC,Aloke Jaldata,115707,48.47,BJP,Santanu Bapuli,80139,33.57,35568,14.899999999999999,AITC Bloc,BJP,6 April 2021,17.96,48.47,33.57,0.0,17.96,False,Very Large
2,South 24 Parganas,135,MANDIRBAZAR,115580,106506,4,222090,0.4795623395920573,0.5204196496915665,Mandirbazar (SC),MANDIRBAZAR (SC),AITC,Joydeb Halder,95834,48.04,BJP,Dilip Kumar Jatua,72342,36.26,23492,11.780000000000001,AITC Bloc,BJP,6 April 2021,15.700000000000003,48.04,36.26,0.0,15.700000000000003,False,Medium
2,South 24 Parganas,136,JOYNAGAR,118512,108720,6,227238,0.4784411058009664,0.5215324901644971,Jaynagar (SC),JAYNAGAR (SC),AITC,Biswanath Das,104952,51.85,BJP,Rabin Sardar,66269,32.74,38683,19.11,AITC Bloc,BJP,6 April 2021,15.409999999999997,51.85,32.74,0.0,15.409999999999997,False,Medium
2,South 24 Parganas,137,BARUIPUR PURBA,126745,118350,11,245106,0.48285231695674524,0.5171028045009098,Baruipur Purba (SC),BARUIPUR PURBA (SC),AITC,Bivas Sardar (Vobo),123243,54.75,BJP,Chandan Mondal,73602,32.7,49641,22.049999999999997,AITC Bloc,BJP,6 April 2021,12.549999999999997,54.75,32.7,0.0,12.549999999999997,False,Large
2,South 24 Parganas,138,CANNING PASCHIM,123786,114439,11,238236,0.4803598112795715,0.5195940160177304,Canning Paschim (SC),CANNING PASCHIM (SC),AITC,Paresh Ram Das,111059,50.86,BJP,Arnab Roy,75816,34.72,35243,16.14,AITC Bloc,BJP,6 April 2021,14.420000000000002,50.86,34.72,0.0,14.420000000000002,False,Large
2,South 24 Parganas,139,CANNING PURBA,129566,117083,24,246673,0.474648623886684,0.5252540813141284,Canning Purba,CANNING PURBA,AITC,Saokat Molla,122301,52.54,ISF,Gazi Shahabuddin Siraji,69294,29.77,53007,22.77,AITC Bloc,Left-Cong-ISF Bloc,6 April 2021,17.69,52.54,0.0,29.77,17.69,False,Large
2,South 24 Parganas,140,BARUIPUR PASCHIM,116620,116455,22,233097,0.4995988794364578,0.5003067392544734,Baruipur Paschim,BARUIPUR PASCHIM,AITC,Biman Banerjee,121006,57.27,BJP,Debopam Chattopadhyaya (Babu),59096,27.97,61910,29.300000000000004,AITC Bloc,BJP,6 April 2021,14.759999999999998,57.27,27.97,0.0,14.759999999999998,False,Medium
2,South 24 Parganas,141,MAGRAHAT PURBA,122770,109817,2,232589,0.4721504456358641,0.5278409555052045,Magrahat Purba (SC),MAGRAHAT PURBA (SC),AITC,Namita Saha,110945,53.82,BJP,Chandan Kumar Naskar,56866,27.58,54079,26.240000000000002,AITC Bloc,BJP,6 April 2021,18.6,53.82,27.58,0.0,18.6,False,Medium
2,South 24 Parganas,142,MAGRAHAT PASCHIM,113942,103074,6,217022,0.47494724037194386,0.5250251126613892,Magrahat Paschim,MAGRAHAT PASCHIM,AITC,Gias Uddin Molla,97006,49.93,BJP,Dhurjati Saha (Manas),50065,25.77,46941,24.16,AITC Bloc,BJP,6 April 2021,24.3,49.93,25.77,0.0,24.3,False,Small
2,South 24 Parganas,143,DIAMOND HARBOUR,125553,119541,3,245097,0.4877293479724354,0.5122584119756668,Diamond Harbour,DIAMOND HARBOUR,AITC,Pannalal Halder,98478,43.69,BJP,Dipak Kumar Halder,81482,36.15,16996,7.539999999999999,AITC Bloc,BJP,6 April 2021,20.160000000000004,43.69,36.15,0.0,20.160000000000004,False,Large
2,South 24 Parganas,144,FALTA,121300,115135,9,236444,0.4869440544061173,0.5130178816125595,Falta,FALTA,AITC,Sankar Kumar Naskar,117179,56.35,BJP,Bidhan Parui,76405,36.75,40774,19.6,AITC Bloc,BJP,6 April 2021,6.899999999999999,56.35,36.75,0.0,6.899999999999999,False,Large
2,South 24 Parganas,145,SATGACHHIA,132022,124220,9,256251,0.4847590838669898,0.5152057943188514,Satgachia,SATGACHIA,AITC,Mohan Chandra Naskar,118635,50.37,BJP,Chandan Pal,95317,40.47,23318,9.899999999999999,AITC Bloc,BJP,6 April 2021,9.160000000000004,50.37,40.47,0.0,9.160000000000004,False,Very Large
