phase,district,ac_no,ac_name_pdf,male_electors,female_electors,third_gender_electors,total_electors,female_share,male_share,ac_name,ac_name_results,winner_party,winner_candidate,winner_votes,winner_pct,runner_party,runner_candidate,runner_votes,runner_pct,margin_votes,margin_pct_points,winner_bloc,runner_bloc,voting_date,other_pct,base_aitc_bloc_pct,base_bjp_pct,base_left_cong_isf_bloc_pct,base_others_pct,is_close_seat,seat_size_band
2,South 24 Parganas,146,BISHNUPUR,137741,130512,13,268266,0.48650220303728386,0.5134493375977575,Bishnupur (South 24 Parganas) (SC),BISHNUPUR (SOUTH 24 PARGANAS) (SC),AITC,Dilip Mondal,136509,57.46,BJP,Agniswar Naskar,77677,32.7,58832,24.759999999999998,AITC Bloc,BJP,6 April 2021,9.839999999999996,57.46,32.7,0.0,9.839999999999996,False,Very Large
2,South 24 Parganas,147,SONARPUR DAKSHIN,128960,132016,17,260993,0.5058219952259256,0.49411286892751916,Sonarpur Dakshin,SONARPUR DAKSHIN,AITC,Arundhuti Maitra (Lovely),109222,46.92,BJP,Anjana Basu,83041,35.67,26181,11.25,AITC Bloc,BJP,10 April 2021,17.409999999999997,46.92,35.67,0.0,17.409999999999997,False,Very Large
2,South 24 Parganas,148,BHANGAR,142681,130016,14,272711,0.4767537796421853,0.5231948839614097,Bhangar[9],BHANGAR[9],ISF,Nawsad Siddique,109237,45.1,AITC,Karim Rezaul,83086,34.31,26151,10.79,Left-Cong-ISF Bloc,AITC Bloc,10 April 2021,20.589999999999996,34.31,0.0,45.1,20.589999999999996,False,Very Large
2,South 24 Parganas,149,KASBA,131451,134158,7,265616,0.5050825251490874,0.4948911210168062,Kasba,KASBA,AITC,Javed Ahmed Khan,121372,54.39,BJP,Dr. Indranil Khan,57750,25.88,63622,28.51,AITC Bloc,BJP,10 April 2021,19.73,54.39,25.88,0.0,19.73,False,Very Large
2,South 24 Parganas,150,JADAVPUR,124529,136288,4,260821,0.5225346118602413,0.4774500519513383,Jadavpur,JADAVPUR,AITC,Debabrata Majumdar (Malay),98100,45.54,CPI(M),Dr. Sujan Chakraborty,59231,27.5,38869,18.04,AITC Bloc,Left-Cong-ISF Bloc,10 April 2021,26.96,45.54,0.0,27.5,26.96,False,Very Large
2,South 24 Parganas,151,SONARPUR UTTAR,135666,137535,18,273219,0.5033873925312661,0.49654672625256663,Sonarpur Uttar,SONARPUR UTTAR,AITC,Firdousi Begum,119957,49.88,BJP,Ranjan Baidya,83867,34.87,36090,15.010000000000005,AITC Bloc,BJP,10 April 2021,15.25,49.88,34.87,0.0,15.25,False,Very Large
2,South 24 Parganas,152,TOLLYGANJ,110663,119323,8,229994,0.5188091863265998,0.48115603015730846,Tollygunge,TOLLYGUNGE,AITC,Aroop Biswas,101440,51.4,BJP,Babul Supriyo,51360,26.02,50080,25.38,AITC Bloc,BJP,10 April 2021,22.580000000000002,51.4,26.02,0.0,22.580000000000002,False,Medium
2,South 24 Parganas,153,BEHALA PURBA,126011,133735,6,259752,0.5148564784871724,0.4851204225569004,Behala Purba,BEHALA PURBA,AITC,Ratna Chatterjee,110968,50.01,BJP,Payel Sarkar,73540,33.15,37428,16.86,AITC Bloc,BJP,10 April 2021,16.840000000000003,50.01,33.15,0.0,16.840000000000003,False,Very Large
2,South 24 Parganas,154,BEHALA PASCHIM,128607,137562,4,266173,0.5168142523847272,0.4831707197950205,Behala Paschim,BEHALA PASCHIM,AITC,Partha Chatterjee,114778,49.51,BJP,Srabanti Chatterjee,63894,27.56,50884,21.95,AITC Bloc,BJP,10 April 2021,22.930000000000003,49.51,27.56,0.0,22.930000000000003,False,Very Large
2,South 24 Parganas,155,MAHESHTALA,122964,120390,11,243365,0.4946890473157603,0.505265753086927,Maheshtala,MAHESHTALA,AITC,Dulal Chandra Das,124008,56.38,BJP,Umesh Das,66059,30.03,57949,26.35,AITC Bloc,BJP,10 April 2021,13.589999999999996,56.38,30.03,0.0,13.589999999999996,False,Large
2,South 24 Parganas,156,BUDGE BUDGE,117406,112495,6,229907,0.48930654569021387,0.5106673568007933,Budge Budge,BUDGE BUDGE,AITC,Ashok Kumar Deb,122357,56.41,BJP,Dr. Tarun Kumar Adak,77643,35.8,44714,20.61,AITC Bloc,BJP,10 April 2021,7.790000000000006,56.41,35.8,0.0,7.790000000000006,False,Medium
2,South 24 Parganas,157,METIABURUZ,100723,88768,3,189494,0.4684475497904947,0.5315366185736752,Metiaburuz,METIABURUZ,AITC,Abdul Khaleque Molla,151066,76.85,BJP,Ramjit Prasad,31462,16.0,119604,60.849999999999994,AITC Bloc,BJP,10 April 2021,7.150000000000006,76.85,16.0,0.0,7.150000000000006,False,Small
2,Kolkata South,158,KOLKATA PORT,91335,80275,5,171615,0.4677621420039041,0.5322087230137226,Kolkata Port,KOLKATA PORT,AITC,Firhad Hakim,105543,69.23,BJP,Awadh Kishore Gupta,36989,24.26,68554,44.97,AITC Bloc,BJP,26 April 2021,6.5099999999999945,69.23,24.26,0.0,6.5099999999999945,False,Small
2,Kolkata South,159,BHABANIPUR,81108,79199,6,160313,0.49402730907661885,0.505935264139527,Bhabanipur,BHABANIPUR,AITC,Sobhandeb Chattopadhyay,73505,57.71,BJP,Rudranil Ghosh,44786,35.16,28719,22.550000000000004,AITC Bloc,BJP,26 April 2021,7.130000000000003,57.71,35.16,0.0,7.130000000000003,False,Small
2,Kolkata South,160,RASHBEHARI,76263,82137,6,158406,0.5185220256808454,0.481440096966024,Rashbehari,RASHBEHARI,AITC,Debasish Kumar,65704,52.79,BJP,Lt. Gen. (Dr.) Subrata Saha,44290,35.59,21414,17.199999999999996,AITC Bloc,BJP,26 April 2021,11.619999999999997,52.79,35.59,0.0,11.619999999999997,False,Small
2,Kolkata South,161,BALLYGUNGE,96205,92627,7,188839,0.4905077870566991,0.5094551443292964,Ballygunge,BALLYGUNGE,AITC,Subrata Mukherjee,106585,70.6,BJP,Lokenath Chatterjee,31226,20.68,75359,49.919999999999995,AITC Bloc,BJP,26 April 2021,8.720000000000006,70.6,20.68,0.0,8.720000000000006,False,Small
2,Kolkata North,162,CHOWRANGEE,67355,58989,5,126349,0.466873501175316,0.5330869258957333,Chowrangee,CHOWRANGEE,AITC,Nayna Bandyopadhyay,70101,62.87,BJP,Devdutta Maji,24757,22.2,45344,40.67,AITC Bloc,BJP,29 April 2021,14.930000000000003,62.87,22.2,0.0,14.930000000000003,False,Small
2,Kolkata North,163,ENTALLY,91760,87109,8,178877,0.48697708481246893,0.5129781917183316,Entally,ENTALLY,AITC,Swarna Kamal Saha,101709,64.83,BJP,Priyanka Tibrewal,43452,27.7,58257,37.129999999999995,AITC Bloc,BJP,29 April 2021,7.470000000000002,64.83,27.7,0.0,7.470000000000002,False,Small
2,Kolkata North,164,BELEGHATA,97037,93556,6,190599,0.49085252283590153,0.5091159974606373,Beleghata,BELEGHATA,AITC,Paresh Paul,103182,65.1,BJP,Kashinath Biswas,36042,22.74,67140,42.36,AITC Bloc,BJP,29 April 2021,12.160000000000007,65.1,22.74,0.0,12.160000000000007,False,Small
2,Kolkata North,165,JORASANKO,65654,57032,0,122686,0.4648615163914383,0.5351384836085616,Jorasanko,JORASANKO,AITC,Vivek Gupta,52123,52.67,BJP,Meena Devi Purohit,39380,39.8,12743,12.870000000000005,AITC Bloc,BJP,29 April 2021,7.530000000000001,52.67,39.8,0.0,7.530000000000001,False,Small
2,Kolkata North,166,SHYAMPUKUR,66449,65363,7,131819,0.49585416366381174,0.5040927332175179,Shyampukur,SHYAMPUKUR,AITC,Dr. Shashi Panja,55785,54.18,BJP,Sandipan Biswas,33265,32.31,22520,21.869999999999997,AITC Bloc,BJP,29 April 2021,13.509999999999998,54.18,32.31,0.0,13.509999999999998,False,Small
2,Kolkata North,167,MANIKTOLA,83022,82876,8,165906,0.4995358817643726,0.5004158981591986,Maniktala,MANIKTALA,AITC,Sadhan Pande,67577,50.82,BJP,Kalyan Chaubey,47339,35.6,20238,15.219999999999999,AITC Bloc,BJP,29 April 2021,13.579999999999998,50.82,35.6,0.0,13.579999999999998,False,Small
2,Kolkata North,168,KASHIPUR-BELGACHHIA,85715,82219,2,167936,0.4895853182164634,0.5104027724847561,Kashipur-Belgachia,KASHIPUR-BELGACHIA,AITC,Atin Ghosh,76182,56.48,BJP,Sibaji Sinha Roy,40792,30.24,35390,26.24,AITC Bloc,BJP,29 April 2021,13.280000000000005,56.48,30.24,0.0,13.280000000000005,False,Small
2,Howrah,169,BALLY,68826,64743,4,133573,0.48470124950401655,0.5152688043242272,Bally,BALLY,AITC,Rana Chatterjee,53347,42.38,BJP,Baishali Dalmiya,47110,37.43,6237,4.950000000000003,AITC Bloc,BJP,10 April 2021,20.189999999999998,42.38,37.43,0.0,20.189999999999998,True,Small
2,Howrah,170,HOWRAH UTTAR,78911,71029,8,149948,0.473690879504895,0.5262557686664711,Howrah Uttar,HOWRAH UTTAR,AITC,Gautam Chowdhuri,71575,47.81,BJP,Umesh Rai,66053,44.12,5522,3.690000000000005,AITC Bloc,BJP,10 April 2021,8.07,47.81,44.12,0.0,8.07,True,Small
2,Howrah,171,HOWRAH MADHYA,109112,105707,2,214821,0.4920701421183218,0.5079205478049167,Howrah Madhya,HOWRAH MADHYA,AITC,Arup Roy,111554,57.16,BJP,Sanjay Singh,65007,33.31,46547,23.849999999999994,AITC Bloc,BJP,10 April 2021,9.530000000000001,57.16,33.31,0.0,9.530000000000001,False,Small
2,Howrah,172,SHIBPUR,96193,98766,4,194963,0.5065884295994625,0.49339105368710984,Shibpur,SHIBPUR,AITC,Manoj Tiwary,92372,50.69,BJP,Rathin Chakrabarty,59769,32.8,32603,17.89,AITC Bloc,BJP,10 April 2021,16.510000000000005,50.69,32.8,0.0,16.510000000000005,False,Small
2,Howrah,173,HOWRAH DAKSHIN,121230,119375,2,240607,0.4961410100288022,0.5038506776610822,Howrah Dakshin,HOWRAH DAKSHIN,AITC,Nandita Chowdhury,116839,53.85,BJP,Rantidev Sengupta,66270,30.55,50569,23.3,AITC Bloc,BJP,10 April 2021,15.599999999999998,53.85,30.55,0.0,15.599999999999998,False,Large
2,Howrah,174,SANKRAIL,123503,116742,7,240252,0.4859147894710554,0.5140560744551554,Sankrail (SC),SANKRAIL (SC),AITC,Priya Paul,111888,50.37,BJP,Probhakar Pandit,71461,32.17,40427,18.199999999999996,AITC Bloc,BJP,10 April 2021,17.46,50.37,32.17,0.0,17.46,False,Large
2,Howrah,175,PANCHLA,130039,118455,3,248497,0.47668583524147173,0.5233020921781751,Panchla,PANCHLA,AITC,Gulsan Mullick,104572,48.19,BJP,Mohit Lal Ghanti,71821,33.1,32751,15.089999999999996,AITC Bloc,BJP,10 April 2021,18.71,48.19,33.1,0.0,18.71,False,Large
2,Howrah,176,ULUBERIA PURBA,111655,106817,9,218481,0.4889075022542006,0.5110513042324046,Uluberia Purba,ULUBERIA PURBA,AITC,Bidesh Ranjan Bose,86526,44.83,BJP,Pratyush Mandal,69400,35.95,17126,8.879999999999995,AITC Bloc,BJP,10 April 2021,19.22,44.83,35.95,0.0,19.22,False,Small
2,Howrah,177,ULUBERIA UTTAR,112157,102511,3,214671,0.47752607478420467,0.5224599503426173,Uluberia Uttar (SC),ULUBERIA UTTAR (SC),AITC,Dr. Nirmal Maji,91501,49.25,BJP,Chiran Bera,70498,37.95,21003,11.299999999999997,AITC Bloc,BJP,6 April 2021,12.799999999999997,49.25,37.95,0.0,12.799999999999997,False,Small
2,Howrah,178,ULUBERIA DAKSHIN,122513,114530,14,237057,0.48313274866382344,0.5168081938099276,Uluberia Dakshin,ULUBERIA DAKSHIN,AITC,Pulak Roy,101880,50.37,BJP,Papia Dey (Adhikary),73442,36.31,28438,14.059999999999995,AITC Bloc,BJP,6 April 2021,13.32,50.37,36.31,0.0,13.32,False,Large
2,Howrah,179,SHYAMPUR,132356,126919,3,259278,0.4895093297541635,0.5104790996536536,Shyampur,SHYAMPUR,AITC,Kalipada Mandal,114804,51.74,BJP,Tanusree Chakraborty,83293,37.54,31511,14.200000000000003,AITC Bloc,BJP,6 April 2021,10.719999999999999,51.74,37.54,0.0,10.719999999999999,False,Very Large
2,Howrah,180,BAGNAN,117902,112672,4,230578,0.4886502615167102,0.5113323907744884,Bagnan,BAGNAN,AITC,Arunava Sen (Raja),106042,53.04,BJP,Anupam Mallik,75922,37.97,30120,15.07,AITC Bloc,BJP,6 April 2021,8.990000000000002,53.04,37.97,0.0,8.990000000000002,False,Medium
2,Howrah,181,AMTA,132837,124140,5,256982,0.48306885307142133,0.5169116903129402,Amta,AMTA,AITC,Sukanta Kumar Paul,102445,49.06,BJP,Debtanu Bhattacharya,76240,36.51,26205,12.550000000000004,AITC Bloc,BJP,6 April 2021,14.43,49.06,36.51,0.0,14.43,False,Very Large
2,Howrah,182,UDAYNARAYANPUR,117276,111815,0,229091,0.48808115552335096,0.511918844476649,Udaynarayanpur,UDAYNARAYANPUR,AITC,Samir Kumar Panja,101510,51.21,BJP,Sumit Ranjan Karar,87512,44.15,13998,7.060000000000002,AITC Bloc,BJP,6 April 2021,4.640000000000001,51.21,44.15,0.0,4.640000000000001,False,Medium
2,Howrah,183,JAGATBALLAVPUR,139266,131534,6,270806,0.4857130196524449,0.5142648242653413,Jagatballavpur,JAGATBALLAVPUR,AITC,Sitanath Ghosh,116562,49.45,BJP,Anupam Ghosh,87366,37.06,29196,12.39,AITC Bloc,BJP,6 April 2021,13.489999999999995,49.45,37.06,0.0,13.489999999999995,False,Very Large
2,Howrah,184,DOMJUR,136227,133003,6,269236,0.4940015451128378,0.5059761696058477,Domjur,DOMJUR,AITC,Kalyan Ghosh,130499,52.0,BJP,Rajib Banerjee,87879,35.01,42620,16.990000000000002,AITC Bloc,BJP,10 April 2021,12.990000000000002,52.0,35.01,0.0,12.990000000000002,False,Very Large
2,Hooghly,185,UTTARPARA,112794,115473,5,228272,0.5058570477325296,0.4941210485736315,Uttarpara,UTTARPARA,AITC,Kanchan Mullick,93878,46.96,BJP,Prabir Kumar Ghosal,57889,28.96,35989,18.0,AITC Bloc,BJP,10 April 2021,24.08,46.96,28.96,0.0,24.08,False,Medium
2,Hooghly,186,SREERAMPUR,104186,101472,4,205662,0.4933920704845815,0.506588480127588,Sreerampur,SREERAMPUR,AITC,Dr. Sudipto Roy,93021,49.46,BJP,Kabir Shankar Bose,69588,37.0,23433,12.46,AITC Bloc,BJP,10 April 2021,13.54,49.46,37.0,0.0,13.54,False,Small
2,Hooghly,187,CHAMPDANI,110910,111032,10,221952,0.5002523068050749,0.4997026384083045,Champdani,CHAMPDANI,AITC,Arindam Guin (Bubai),100972,50.2,BJP,Dilip Singh,70894,35.25,30078,14.950000000000003,AITC Bloc,BJP,10 April 2021,14.549999999999997,50.2,35.25,0.0,14.549999999999997,False,Medium
2,Hooghly,188,SINGUR,119289,118093,6,237388,0.4974682797782533,0.5025064451446577,Singur,SINGUR,AITC,Becharam Manna,101077,48.15,BJP,Rabindranath Bhattacharya,75154,35.8,25923,12.350000000000001,AITC Bloc,BJP,10 April 2021,16.050000000000004,48.15,35.8,0.0,16.050000000000004,False,Large
2,Hooghly,189,CHANDANNAGAR,100183,103262,6,203451,0.5075521870130891,0.49241832185636836,Chandannagar,CHANDANNAGAR,AITC,Indranil Sen,86778,47.63,BJP,Deepanjan Kumar Guha,55749,30.6,31029,17.03,AITC Bloc,BJP,10 April 2021,21.769999999999996,47.63,30.6,0.0,21.769999999999996,False,Small
2,Hooghly,190,CHUNCHURA,136134,139570,11,275715,0.5062111238053787,0.49374897992492245,Chunchura,CHUNCHURA,AITC,Asit Mazumder (Tapan),117104,45.97,BJP,Locket Chatterjee,98687,38.74,18417,7.229999999999997,AITC Bloc,BJP,10 April 2021,15.29,45.97,38.74,0.0,15.29,False,Very Large
2,Hooghly,191,BALAGARH,122092,117990,6,240088,0.4914448035720236,0.5085302055912831,Balagarh (SC),BALAGARH (SC),AITC,Manoranjan Byapari,100364,45.63,BJP,Subhas Chandra Haldar,94580,43.0,5784,2.6300000000000026,AITC Bloc,BJP,10 April 2021,11.369999999999997,45.63,43.0,0.0,11.369999999999997,True,Large
2,Hooghly,192,PANDUA,124729,124345,7,249081,0.4992151147618646,0.5007567819303761,Pandua,PANDUA,AITC,Dr. Ratna De Nag,102874,45.99,BJP,Partha Sharma,71016,31.75,31858,14.240000000000002,AITC Bloc,BJP,10 April 2021,22.259999999999998,45.99,31.75,0.0,22.259999999999998,False,Large
2,Hooghly,193,SAPTAGRAM,106484,103881,5,210370,0.4938013975376717,0.50617483481485,Saptagram,SAPTAGRAM,AITC,Tapan Dasgupta,93328,48.56,BJP,Debabrata Biswas,83556,43.48,9772,5.080000000000005,AITC Bloc,BJP,10 April 2021,7.960000000000001,48.56,43.48,0.0,7.960000000000001,False,Small
2,Hooghly,194,CHANDITALA,125034,121506,3,246543,0.49283897737919957,0.5071488543580633,Chanditala,CHANDITALA,AITC,Swati Khandoker,103118,49.79,BJP,Yash Dasgupta,61771,29.83,41347,19.96,AITC Bloc,BJP,10 April 2021,20.380000000000003,49.79,29.83,0.0,20.380000000000003,False,Large
2,Hooghly,195,JANGIPARA,128123,122942,4,251069,0.489674153320402,0.5103099148042968,Jangipara,JANGIPARA,AITC,Snehasis Chakraborty,101885,48.42,BJP,Debjit Sarkar,83959,39.9,17926,8.520000000000003,AITC Bloc,BJP,6 April 2021,11.68,48.42,39.9,0.0,11.68,False,Large
2,Hooghly,196,HARIPAL,133319,130853,3,264175,0.49532696129459636,0.5046616825967635,Haripal,HARIPAL,AITC,Dr. Karabi Manna,110215,49.92,BJP,Samiran Mitra,87143,39.47,23072,10.450000000000003,AITC Bloc,BJP,6 April 2021,10.61,49.92,39.47,0.0,10.61,False,Very Large
2,Hooghly,197,DHANEKHALI,131462,131225,2,262689,0.49954508944036485,0.5004472969937835,Dhanekhali (SC),DHANEKHALI (SC),AITC,Asima Patra,124776,53.36,BJP,Tusar Kumar Majumdar,94617,40.46,30159,12.899999999999999,AITC Bloc,BJP,6 April 2021,6.18,53.36,40.46,0.0,6.18,False,Very Large
2,Hooghly,198,TARAKESWAR,118073,117363,5,235441,0.49848157287813083,0.5014971903789059,Tarakeswar,TARAKESWAR,AITC,Ramendu Sinharay,96698,46.96,BJP,Dr. Swapan Dasgupta,89214,43.33,7484,3.6300000000000026,AITC Bloc,BJP,6 April 2021,9.71,46.96,43.33,0.0,9.71,True,Medium
2,Hooghly,199,PURSURAH,132393,127196,1,259590,0.489988058091606,0.5100080896798798,Pursurah,PURSURAH,BJP,Biman Ghosh,119334,53.5,AITC,Dilip Yadav,91156,40.86,28178,12.64,BJP,AITC Bloc,6 April 2021,5.640000000000001,40.86,53.5,0.0,5.640000000000001,False,Very Large
2,Hooghly,200,ARAMBAG,128700,124558,2,253260,0.4918186843559978,0.5081734186211798,Arambagh (SC),ARAMBAGH (SC),BJP,Madhusudan Bag,103108,46.88,AITC,Sujata Mondal,95936,43.62,7172,3.260000000000005,BJP,AITC Bloc,6 April 2021,9.5,43.62,46.88,0.0,9.5,True,Very Large
2,Hooghly,201,GOGHAT,126697,121378,1,248076,0.4892774794820942,0.5107184894951547,Goghat (SC),GOGHAT (SC),BJP,Biswanath Karak,102227,46.56,AITC,Manas Majumdar,98080,44.67,4147,1.8900000000000006,BJP,AITC Bloc,6 April 2021,8.769999999999996,44.67,46.56,0.0,8.769999999999996,True,Large
2,Hooghly,202,KHANAKUL,138468,130098,4,268570,0.48441002345757156,0.5155750828461854,Khanakul,KHANAKUL,BJP,Susanta Ghosh,107403,49.27,AITC,Munsi Nazbul Karim,94519,43.36,12884,5.910000000000004,BJP,AITC Bloc,6 April 2021,7.369999999999997,43.36,49.27,0.0,7.369999999999997,False,Very Large
1,Purbo Medinipur,203,TAMLUK,139883,134618,7,274508,0.4903973654684016,0.5095771343640259,Tamluk,TAMLUK,AITC,Saumen Kumar Mahapatra,108243,45.86,BJP,Hare Krishna Bera,107450,45.52,793,0.3399999999999963,AITC Bloc,BJP,1 April 2021,8.619999999999997,45.86,45.52,0.0,8.619999999999997,True,Very Large
1,Purbo Medinipur,204,PANSKURA PURBA,122702,115811,6,238519,0.4855420322909286,0.5144328124803474,Panskura Purba,PANSKURA PURBA,AITC,Biplab Roy Chowdhury,91213,45.97,BJP,Debabrata Pattanayek,81553,41.11,9660,4.859999999999999,AITC Bloc,BJP,1 April 2021,12.920000000000002,45.97,41.11,0.0,12.920000000000002,True,Large
1,Purbo Medinipur,205,PANSKURA PASCHIM,143192,135551,1,278744,0.4862920816232816,0.513704330855552,Panskura Paschim,PANSKURA PASCHIM,AITC,Phiroja Bibi,111705,47.71,BJP,Sintu Senapati,102816,43.91,8889,3.8000000000000043,AITC Bloc,BJP,1 April 2021,8.380000000000003,47.71,43.91,0.0,8.380000000000003,True,Very Large
1,Purbo Medinipur,206,MOYNA,137302,127667,2,264971,0.48181499107449494,0.5181774609296866,Moyna,MOYNA,BJP,Ashoke Dinda,108109,48.17,AITC,Sangram Kumar Dolai,106849,47.61,1260,0.5600000000000023,BJP,AITC Bloc,1 April 2021,4.219999999999999,47.61,48.17,0.0,4.219999999999999,True,Very Large
1,Purbo Medinipur,207,NANDAKUMAR,136102,128332,3,264437,0.48530273751403924,0.5146859176287736,Nandakumar,NANDAKUMAR,AITC,Sukumar De,108181,47.6,BJP,Nilanjan Adhikary,102775,45.22,5406,2.3800000000000026,AITC Bloc,BJP,1 April 2021,7.18,47.6,45.22,0.0,7.18,True,Very Large
1,Purbo Medinipur,208,MAHISADAL,129878,123643,2,253523,0.48769934088820344,0.5122927702811974,Mahisadal,MAHISADAL,AITC,Tilak Kumar Chakraborty,101986,46.49,BJP,Biswanath Banerjee,99600,45.41,2386,1.0800000000000054,AITC Bloc,BJP,1 April 2021,8.100000000000001,46.49,45.41,0.0,8.100000000000001,True,Very Large
1,Purbo Medinipur,209,HALDIA (SC),129419,122487,13,251919,0.4862158074619223,0.5137325886495262,Haldia (SC),HALDIA (SC),BJP,Tapasi Mondal,104126,47.15,AITC,Swapan Naskar,89118,40.36,15008,6.789999999999999,BJP,AITC Bloc,1 April 2021,12.490000000000002,40.36,47.15,0.0,12.490000000000002,False,Large
1,Purbo Medinipur,210,NANDIGRAM,138934,127480,1,266415,0.4785015858716664,0.521494660585928,Nandigram [10][11][12][13],NANDIGRAM [10][11][12][13],BJP,Suvendu Adhikari,110764,48.49,AITC,Mamata Banerjee,108808,47.64,1956,0.8500000000000014,BJP,AITC Bloc,1 April 2021,3.8699999999999974,47.64,48.49,0.0,3.8699999999999974,True,Very Large
1,Purbo Medinipur,211,CHANDIPUR,132659,123265,0,255924,0.4816468951720042,0.5183531048279958,Chandipur,CHANDIPUR,AITC,Soham Chakraborty,109770,49.82,BJP,Pulak Kanti Guria,96298,43.71,13472,6.109999999999999,AITC Bloc,BJP,1 April 2021,6.469999999999999,49.82,43.71,0.0,6.469999999999999,False,Very Large
1,Purbo Medinipur,212,PATASHPUR,128328,118708,1,247037,0.48052720847484387,0.5194687435485372,Patashpur,PATASHPUR,AITC,Uttam Barik,105299,50.42,BJP,Ambujaksha Mahanti,95305,45.64,9994,4.780000000000001,AITC Bloc,BJP,27 March 2021,3.9399999999999977,50.42,45.64,0.0,3.9399999999999977,True,Large
1,Purbo Medinipur,213,KANTHI UTTAR,136573,127029,0,263602,0.4818969507059886,0.5181030492940114,Kanthi Uttar,KANTHI UTTAR,BJP,Sumita Sinha,113524,49.7,AITC,Tarun Kumar Jana,104194,45.62,9330,4.080000000000005,BJP,AITC Bloc,27 March 2021,4.68,45.62,49.7,0.0,4.68,True,Very Large
1,Purbo Medinipur,214,BHAGABANPUR,137073,126700,2,263775,0.4803336176665719,0.5196588001137333,Bhagabanpur,BHAGABANPUR,BJP,Rabindranath Maity,121480,54.46,AITC,Ardhendu Maity,93931,42.19,27549,12.270000000000003,BJP,AITC Bloc,27 March 2021,3.3500000000000014,42.19,54.46,0.0,3.3500000000000014,False,Very Large
1,Purbo Medinipur,215,KHEJURI (SC),129500,118476,0,247976,0.4777720424557215,0.5222279575442785,Khejuri (SC),KHEJURI (SC),BJP,Santanu Pramanik,110407,51.93,AITC,Partha Pratim Das,92442,43.48,17965,8.450000000000003,BJP,AITC Bloc,27 March 2021,4.590000000000003,43.48,51.93,0.0,4.590000000000003,False,Large
1,Purbo Medinipur,216,KANTHI DAKSHIN,115841,112113,0,227954,0.49182291164006775,0.5081770883599322,Kanthi Dakshin,KANTHI DAKSHIN,BJP,Arup Kumar Das,98477,50.58,AITC,Jyotirmoy Kar,88184,45.3,10293,5.280000000000001,BJP,AITC Bloc,27 March 2021,4.1200000000000045,45.3,50.58,0.0,4.1200000000000045,False,Medium
1,Purbo Medinipur,217,RAMNAGAR,137559,131690,3,269252,0.48909571702345755,0.5108931409980242,Ramnagar,RAMNAGAR,AITC,Akhil Giri,112622,50.72,BJP,Swadesh Ranjan Nayak,100105,45.08,12517,5.640000000000001,AITC Bloc,BJP,27 March 2021,4.200000000000003,50.72,45.08,0.0,4.200000000000003,False,Very Large
1,Purbo Medinipur,218,EGRA,150273,141325,0,291598,0.4846569592384036,0.5153430407615964,Egra,EGRA,AITC,Tarun Kumar Maity,125763,52.22,BJP,Arup Dash,107272,44.55,18491,7.670000000000002,AITC Bloc,BJP,27 March 2021,3.230000000000004,52.22,44.55,0.0,3.230000000000004,False,Very Large
1,Paschim Medinipur,219,DANTAN,122382,113786,0,236168,0.4818010907489584,0.5181989092510416,Dantan,DANTAN,AITC,Bikram Chandra Pradhan,94609,48.18,BJP,Saktipada Nayak,93834,47.79,775,0.39000000000000057,AITC Bloc,BJP,27 March 2021,4.030000000000001,48.18,47.79,0.0,4.030000000000001,True,Large
1,Jhargram,220,NAYAGRAM (ST),116484,110409,1,226894,0.48661048771673115,0.5133851049388701,Nayagram (ST),NAYAGRAM (ST),AITC,Dulal Murmu,99825,52.52,BJP,Bakul Murmu,77089,40.55,22736,11.970000000000006,AITC Bloc,BJP,27 March 2021,6.93,52.52,40.55,0.0,6.93,False,Medium
1,Jhargram,221,GOPIBALLAVPUR,115030,112763,0,227793,0.49502399107962053,0.5049760089203794,Gopiballavpur,GOPIBALLAVPUR,AITC,Dr. Khagendra Nath Mahata,102710,52.34,BJP,Sanjit Mahata,79106,40.31,23604,12.030000000000001,AITC Bloc,BJP,27 March 2021,7.349999999999994,52.34,40.31,0.0,7.349999999999994,False,Medium
1,Jhargram,222,JHARGRAM,116849,118294,4,235147,0.5030640407915049,0.496918948572595,Jhargram,JHARGRAM,AITC,Birbaha Hansda,108044,54.34,BJP,Sukhamay Satpathy (Jahar),70048,35.23,37996,19.110000000000007,AITC Bloc,BJP,27 March 2021,10.43,54.34,35.23,0.0,10.43,False,Medium
1,Paschim Medinipur,223,KESHIARY (ST),122435,116334,0,238769,0.4872240533737629,0.512775946626237,Keshiary (ST),KESHIARY (ST),AITC,Paresh Murmu,106366,50.01,BJP,Sonali Murmu,91036,42.8,15330,7.210000000000001,AITC Bloc,BJP,27 March 2021,7.190000000000005,50.01,42.8,0.0,7.190000000000005,False,Large
1,Paschim Medinipur,224,KHARAGPUR SADAR,88980,91542,8,180530,0.5070736165734226,0.49288206946213925,Kharagpur Sadar,KHARAGPUR SADAR,BJP,Hiran Chatterjee,79607,46.45,AITC,Pradip Sarkar,75836,44.25,3771,2.200000000000003,BJP,AITC Bloc,1 April 2021,9.299999999999997,44.25,46.45,0.0,9.299999999999997,True,Small
1,Paschim Medinipur,225,NARAYANGARH,122439,116625,0,239064,0.4878400762975605,0.5121599237024396,Narayangarh,NARAYANGARH,AITC,Suryakanta Atta,100894,46.33,BJP,Ramprasad Giri,98478,45.23,2416,1.1000000000000014,AITC Bloc,BJP,1 April 2021,8.440000000000005,46.33,45.23,0.0,8.440000000000005,True,Large
